record_type,population,emotion,trajectory,statistic,value,quintile,target_class,development_q20,development_q40,development_q60,development_q80
development_frozen_quintile_target_rate,development,conviction,recent_change,target_class_rate,0.4124492557510149,4,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,development,conviction,recent_change,target_class_rate,0.5047361299052774,4,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,development,conviction,recent_change,target_class_rate,0.06224627875507442,5,REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,development,conviction,recent_change,target_class_rate,0.3491204330175913,5,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,development,conviction,recent_change,target_class_rate,0.5886332882273342,5,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.06285714285714286,1,REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.3333333333333333,1,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.6038095238095238,1,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.07724425887265135,2,REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.36910229645093945,2,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.5536534446764092,2,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.06853322189720017,3,REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.3664855829502716,3,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.5649811951525282,3,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.0620661494487546,4,REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.3801551653736219,4,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.5577786851776235,4,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.052470317885867486,5,REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.33588663347376485,5,UNREGISTERED_LOOP,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,assessment,conviction,recent_change,target_class_rate,0.6116430486403677,5,NO_REGISTERED_COMPLETION,-0.38156745917591856,-0.08166515255525453,0.14264464527695866,0.4603657744659214
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.06955345060893099,1,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.3916102841677943,1,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.5388362652232747,1,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.08389715832205684,2,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.4146143437077131,2,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.5014884979702301,2,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.08419057931781267,3,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.41526800216567405,3,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.5005414185165132,3,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.08265424912689173,4,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.3562281722933644,4,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.5611175785797439,4,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.07288317256162916,5,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.3679375287092329,5,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,conviction,peak_displacement,target_class_rate,0.559179298729138,5,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.062452399086062454,1,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.3332063975628332,1,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.6043412033511043,1,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.07023411371237458,2,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.3695652173913043,2,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.560200668896321,2,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.0726461038961039,3,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.37337662337662336,3,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.5539772727272727,3,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.07169117647058823,4,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.39705882352941174,4,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.53125,4,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.056892286935012366,5,REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.3483247132898583,5,UNREGISTERED_LOOP,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,assessment,conviction,peak_displacement,target_class_rate,0.5947829997751293,5,NO_REGISTERED_COMPLETION,-0.6563625696407669,-0.32816338750920643,-0.062363589350439695,0.0
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.05277401894451962,1,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.3017591339648173,1,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.645466847090663,1,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.089851150202977,2,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.3889039242219215,2,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.5212449255751015,2,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.09014618299945858,3,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.4323226854358419,3,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.4775311315646995,3,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.08633288227334235,4,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.4305818673883626,4,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.48308525033829497,4,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.06657645466847091,5,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.40108254397834914,5,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,change,target_class_rate,0.53234100135318,5,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.05657093124456049,1,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.2689295039164491,1,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.6744995648389904,1,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.06388107673764563,2,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.37083165930092404,2,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.5652872639614303,2,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.06832045546970313,3,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.38348922326148843,3,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.5481903212688085,3,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.06896551724137931,4,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.3946360153256705,4,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.5363984674329502,4,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.0634314100114635,5,REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.3553687428353076,5,UNREGISTERED_LOOP,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,assessment,frustration,change,target_class_rate,0.5811998471532289,5,NO_REGISTERED_COMPLETION,-0.5779047016527484,-0.22380275418584863,0.05510761700049925,0.4093440847454274
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.0679296346414073,1,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.40054127198917455,1,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.5315290933694181,1,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.08822733423545331,2,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.40757780784844383,2,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.5041948579161029,2,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.09014618299945858,3,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.40362750406063885,3,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.5062263129399025,3,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.07794316644113668,4,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.4070365358592693,4,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.515020297699594,4,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.061434370771312585,5,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.3358592692828146,5,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,acceleration,target_class_rate,0.6027063599458728,5,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.05380794701986755,1,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.3522350993377483,1,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.5939569536423841,1,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.07372039724980901,2,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.38961038961038963,2,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.5366692131398014,2,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.06452889944576405,3,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.37767220902612825,3,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.5577988915281077,3,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.06915963007639726,4,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.34901487736228387,4,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.5818254925613189,4,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.05976916735366859,5,REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.30956306677658696,5,UNREGISTERED_LOOP,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,assessment,frustration,acceleration,target_class_rate,0.6306677658697445,5,NO_REGISTERED_COMPLETION,-0.5265139245472267,-0.11957970530767605,0.2083135078720439,0.6331638707099456
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.0557510148849797,1,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.3404600811907984,1,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.6037889039242219,1,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.09445196211096075,2,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.3997293640054127,2,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.5058186738836266,2,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.08987547374120194,3,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.41445587439090414,3,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.4956686518678939,3,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.08308525033829499,4,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.4208389715832206,4,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.49607577807848446,4,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.0625169147496617,5,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.37916102841677946,5,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,recent_change,target_class_rate,0.5583220568335588,5,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.052478134110787174,1,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.2936276551436901,1,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.6538942107455227,1,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.05999220880405142,2,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.3724191663420335,2,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.567588624853915,2,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.07600341588385995,3,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.4111870196413322,3,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.5128095644748079,3,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.07513555383423702,4,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.37490317583268784,4,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.5499612703330752,4,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.058504455637349864,5,REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.3301046106160403,5,UNREGISTERED_LOOP,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,assessment,frustration,recent_change,target_class_rate,0.6113909337466098,5,NO_REGISTERED_COMPLETION,-0.32678130903177244,-0.11812986250618068,0.05770737350998646,0.2965181456552592
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.0530446549391069,1,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.2976995940460081,1,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.649255751014885,1,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.08010825439783491,2,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
